!version: $Revision: 1.48 $
!date: $Date: 2006/07/27 13:53:31 $
!Mapping of GO function_ontology "enzymes" to Enzyme Commission Numbers.
!original mapping by Michael Ashburner, Cambridge.
!This version parsed from function.ontology on 2006/07/14 16:07:33
!by Daniel Barrell, EBI, Hinxton
!
EC:1 > GO:oxidoreductase activity ; GO:0016491
EC:4.4.1.3 > GO:dimethylpropiothetin dethiomethylase activity ; GO:0047869
EC:4.4.1.4 > GO:alliin lyase activity ; GO:0047654
EC:4.4.1.5 > GO:lactoylglutathione lyase activity ; GO:0004462
EC:4.4.1.6 > GO:S-alkylcysteine lyase activity ; GO:0050271
EC:4.4.1.8 > GO:cystathionine beta-lyase activity ; GO:0004121
EC:4.4.1.9 > GO:L-3-cyanoalanine synthase activity ; GO:0050017
EC:4.5 > GO:carbon-halide lyase activity ; GO:0016848
EC:4.5.1.1 > GO:DDT-dehydrochlorinase activity ; GO:0018833
EC:4.5.1.2 > GO:3-chloro-D-alanine dehydrochlorinase activity ; GO:0019149
EC:4.5.1.3 > GO:dichloromethane dehalogenase activity ; GO:0018834
EC:4.5.1.4 > GO:L-2-amino-4-chloropent-4-enoate dehydrochlorinase activity ; GO:0047460
EC:4.5.1.5 > GO:S-carboxymethylcysteine synthase activity ; GO:0050272
EC:4.6 > GO:phosphorus-oxygen lyase activity ; GO:0016849
EC:4.6.1.1 > GO:adenylate cyclase activity ; GO:0004016
EC:4.6.1.12 > GO:2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity ; GO:0008685
EC:4.6.1.13 > GO:phosphatidylinositol diacylglycerol-lyase activity ; GO:0004436
EC:4.6.1.14 > GO:glycosylphosphatidylinositol diacylglycerol-lyase activity ; GO:0047396
EC:4.6.1.2 > GO:guanylate cyclase activity ; GO:0004383
EC:4.6.1.6 > GO:cytidylate cyclase activity ; GO:0047805
EC:4.99.1.1 > GO:ferrochelatase activity ; GO:0004325
EC:4.99.1.2 > GO:alkylmercury lyase activity ; GO:0018836
EC:4.99.1.3 > GO:sirohydrochlorin cobaltochelatase activity ; GO:0016852
EC:4.99.1.4 > GO:sirohydrochlorin ferrochelatase activity ; GO:0051266
EC:4.99.1.6 > GO:indoleacetaldoxime dehydratase activity ; GO:0047720
EC:5 > GO:isomerase activity ; GO:0016853
EC:5.1 > GO:racemase and epimerase activity ; GO:0016854
EC:5.1.1 > GO:racemase and epimerase activity, acting on amino acids and derivatives ; GO:0016855
EC:5.1.1.1 > GO:alanine racemase activity ; GO:0008784
EC:5.1.1.10 > GO:amino-acid racemase activity ; GO:0047661
EC:5.1.1.11 > GO:phenylalanine racemase (ATP-hydrolyzing) activity ; GO:0047462
EC:5.1.1.12 > GO:ornithine racemase activity ; GO:0050157
EC:5.1.1.13 > GO:aspartate racemase activity ; GO:0047689
EC:5.1.1.14 > GO:nocardicin-A epimerase activity ; GO:0050143
EC:5.1.1.15 > GO:2-aminohexano-6-lactam racemase activity ; GO:0047463
EC:5.1.1.16 > GO:protein-serine epimerase activity ; GO:0018365
EC:5.1.1.17 > GO:isopenicillin-N epimerase activity ; GO:0045439
EC:5.1.1.2 > GO:methionine racemase activity ; GO:0018111
EC:5.1.1.3 > GO:glutamate racemase activity ; GO:0008881
EC:5.1.1.4 > GO:proline racemase activity ; GO:0018112
EC:5.1.1.5 > GO:lysine racemase activity ; GO:0018113
EC:5.1.1.6 > GO:threonine racemase activity ; GO:0018114
EC:5.1.1.7 > GO:diaminopimelate epimerase activity ; GO:0008837
EC:5.1.1.8 > GO:4-hydroxyproline epimerase activity ; GO:0047580
EC:5.1.1.9 > GO:arginine racemase activity ; GO:0047679
EC:5.1.2 > GO:racemase and epimerase activity, acting on hydroxy acids and derivatives ; GO:0016856
EC:5.1.2.1 > GO:lactate racemase activity ; GO:0050043
EC:5.1.2.2 > GO:mandelate racemase activity ; GO:0018838
EC:5.1.2.3 > GO:3-hydroxybutyryl-CoA epimerase activity ; GO:0008692
EC:5.1.2.4 > GO:acetoin racemase activity ; GO:0047604
EC:5.1.2.5 > GO:tartrate epimerase activity ; GO:0050320
EC:5.1.2.6 > GO:isocitrate epimerase activity ; GO:0047755
EC:5.1.3 > GO:racemase and epimerase activity, acting on carbohydrates and derivatives ; GO:0016857
EC:5.1.3.1 > GO:ribulose-phosphate 3-epimerase activity ; GO:0004750
EC:5.1.3.10 > GO:CDP-abequose epimerase activity ; GO:0047732
EC:5.1.3.11 > GO:cellobiose epimerase activity ; GO:0047736
EC:5.1.3.12 > GO:UDP-glucuronate 5'-epimerase activity ; GO:0050379
EC:5.1.3.13 > GO:dTDP-4-dehydrorhamnose 3,5-epimerase activity ; GO:0008830
EC:5.1.3.14 > GO:UDP-N-acetylglucosamine 2-epimerase activity ; GO:0008761
EC:5.1.3.15 > GO:glucose-6-phosphate 1-epimerase activity ; GO:0047938
EC:5.1.3.16 > GO:UDP-glucosamine 4-epimerase activity ; GO:0050376
EC:5.1.3.17 > GO:heparosan-N-sulfate-glucuronate 5-epimerase activity ; GO:0047464
EC:5.1.3.18 > GO:GDP-mannose 3,5-epimerase activity ; GO:0047918
EC:5.1.3.19 > GO:chondroitin-glucuronate 5-epimerase activity ; GO:0047757
EC:5.1.3.2 > GO:UDP-glucose 4-epimerase activity ; GO:0003978
EC:5.1.3.20 > GO:ADP-glyceromanno-heptose 6-epimerase activity ; GO:0008712
EC:5.1.3.21 > GO:maltose epimerase activity ; GO:0050558
EC:5.1.3.3 > GO:aldose 1-epimerase activity ; GO:0004034
EC:5.1.3.4 > GO:L-ribulose-phosphate 4-epimerase activity ; GO:0008742
EC:5.1.3.5 > GO:UDP-arabinose 4-epimerase activity ; GO:0050373
EC:5.1.3.6 > GO:UDP-glucuronate 4-epimerase activity ; GO:0050378
EC:5.1.3.7 > GO:UDP-N-acetylglucosamine 4-epimerase activity ; GO:0003974
EC:5.1.3.8 > GO:N-acylglucosamine 2-epimerase activity ; GO:0050121
EC:5.1.3.9 > GO:N-acylglucosamine-6-phosphate 2-epimerase activity ; GO:0047465
EC:5.1.99.1 > GO:methylmalonyl-CoA epimerase activity ; GO:0004493
EC:5.1.99.2 > GO:16-hydroxysteroid epimerase activity ; GO:0047524
EC:5.1.99.3 > GO:allantoin racemase activity ; GO:0047653
EC:5.1.99.4 > GO:alpha-methylacyl-CoA racemase activity ; GO:0008111
EC:5.2 > GO:cis-trans isomerase activity ; GO:0016859
EC:5.2.1.1 > GO:maleate isomerase activity ; GO:0050076
EC:5.2.1.10 > GO:2-chloro-4-carboxymethylenebut-2-en-1,4-olide isomerase activity ; GO:0047466
EC:5.2.1.2 > GO:maleylacetoacetate isomerase activity ; GO:0016034
EC:5.2.1.3 > GO:retinal isomerase activity ; GO:0004744
EC:5.2.1.4 > GO:maleylpyruvate isomerase activity ; GO:0050077
EC:5.2.1.5 > GO:linoleate isomerase activity ; GO:0050058
EC:5.2.1.6 > GO:furylfuramide isomerase activity ; GO:0047907
EC:5.2.1.7 > GO:retinol isomerase activity ; GO:0050251
EC:5.2.1.8 > GO:peptidyl-prolyl cis-trans isomerase activity ; GO:0003755
EC:5.2.1.9 > GO:farnesol 2-isomerase activity ; GO:0047885
EC:5.3 > GO:intramolecular oxidoreductase activity ; GO:0016860
EC:5.3.1 > GO:intramolecular oxidoreductase activity, interconverting aldoses and ketoses ; GO:0016861
EC:5.3.1.1 > GO:triose-phosphate isomerase activity ; GO:0004807
EC:5.3.1.12 > GO:glucuronate isomerase activity ; GO:0008880
EC:5.3.1.13 > GO:arabinose-5-phosphate isomerase activity ; GO:0019146
EC:5.3.1.14 > GO:L-rhamnose isomerase activity ; GO:0008740
EC:5.3.1.15 > GO:D-lyxose ketol-isomerase activity ; GO:0047828
EC:5.3.1.16 > GO:1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity ; GO:0003949
EC:5.3.1.17 > GO:4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity ; GO:0008697
EC:5.3.1.20 > GO:ribose isomerase activity ; GO:0050261
EC:5.3.1.21 > GO:corticosteroid side-chain-isomerase activity ; GO:0004110
EC:5.3.1.22 > GO:hydroxypyruvate isomerase activity ; GO:0008903
EC:5.3.1.23 > GO:S-methyl-5-thioribose-1-phosphate isomerase activity ; GO:0046523
EC:5.3.1.24 > GO:phosphoribosylanthranilate isomerase activity ; GO:0004640
EC:5.3.1.25 > GO:L-fucose isomerase activity ; GO:0008736
EC:5.3.1.26 > GO:galactose-6-phosphate isomerase activity ; GO:0050044
EC:5.3.1.3 > GO:arabinose isomerase activity ; GO:0008790
EC:5.3.1.4 > GO:L-arabinose isomerase activity ; GO:0008733
EC:5.3.1.5 > GO:xylose isomerase activity ; GO:0009045
EC:5.3.1.6 > GO:ribose-5-phosphate isomerase activity ; GO:0004751
EC:5.3.1.7 > GO:mannose isomerase activity ; GO:0050089
EC:5.3.1.8 > GO:mannose-6-phosphate isomerase activity ; GO:0004476
EC:5.3.1.9 > GO:glucose-6-phosphate isomerase activity ; GO:0004347
EC:5.3.2 > GO:intramolecular oxidoreductase activity, interconverting keto- and enol-groups ; GO:0016862
EC:5.3.2.1 > GO:phenylpyruvate tautomerase activity ; GO:0050178
EC:5.3.2.2 > GO:oxaloacetate tautomerase activity ; GO:0050163
EC:5.3.3 > GO:intramolecular oxidoreductase activity, transposing C=C bonds ; GO:0016863
EC:5.3.3.1 > GO:steroid delta-isomerase activity ; GO:0004769
EC:5.3.3.10 > GO:5-carboxymethyl-2-hydroxymuconate delta-isomerase activity ; GO:0008704
EC:5.3.3.11 > GO:isopiperitenone delta-isomerase activity ; GO:0050008
EC:5.3.3.12 > GO:dopachrome isomerase activity ; GO:0004167
EC:5.3.3.2 > GO:isopentenyl-diphosphate delta-isomerase activity ; GO:0004452
EC:5.3.3.3 > GO:vinylacetyl-CoA delta-isomerase activity ; GO:0050393
EC:5.3.3.4 > GO:muconolactone delta-isomerase activity ; GO:0016159
EC:5.3.3.5 > GO:cholestenol delta-isomerase activity ; GO:0047750
EC:5.3.3.6 > GO:methylitaconate delta-isomerase activity ; GO:0050100
EC:5.3.3.7 > GO:aconitate delta-isomerase activity ; GO:0047614
EC:5.3.3.8 > GO:dodecenoyl-CoA delta-isomerase activity ; GO:0004165
EC:5.3.3.9 > GO:prostaglandin-A1 delta-isomerase activity ; GO:0050219
EC:5.3.4 > GO:intramolecular oxidoreductase activity, transposing S-S bonds ; GO:0016864
EC:5.3.4.1 > GO:protein disulfide isomerase activity ; GO:0003756
EC:5.3.99.2 > GO:prostaglandin-D synthase activity ; GO:0004667
EC:5.3.99.3 > GO:prostaglandin-E synthase activity ; GO:0050220
EC:5.3.99.4 > GO:prostaglandin-I synthase activity ; GO:0008116
EC:5.3.99.5 > GO:thromboxane-A synthase activity ; GO:0004796
EC:5.3.99.6 > GO:allene-oxide cyclase activity ; GO:0046423
EC:5.3.99.7 > GO:styrene-oxide isomerase activity ; GO:0018846
EC:5.4 > GO:intramolecular transferase activity ; GO:0016866
EC:5.4.1 > GO:intramolecular transferase activity, transferring acyl groups ; GO:0016867
EC:5.4.1.1 > GO:lysolecithin acylmutase activity ; GO:0050070
EC:5.4.1.2 > GO:precorrin-8X methylmutase activity ; GO:0016993
EC:5.4.2 > GO:intramolecular transferase activity, phosphotransferases ; GO:0016868
EC:5.4.2.1 > GO:phosphoglycerate mutase activity ; GO:0004619
EC:5.4.2.10 > GO:phosphoglucosamine mutase activity ; GO:0008966
EC:5.4.2.2 > GO:phosphoglucomutase activity ; GO:0004614
EC:5.4.2.3 > GO:phosphoacetylglucosamine mutase activity ; GO:0004610
EC:5.4.2.4 > GO:bisphosphoglycerate mutase activity ; GO:0004082
EC:5.4.2.5 > GO:phosphoglucomutase (glucose-cofactor) activity ; GO:0047468
EC:5.4.2.6 > GO:beta-phosphoglucomutase activity ; GO:0008801
EC:5.4.2.7 > GO:phosphopentomutase activity ; GO:0008973
EC:5.4.2.8 > GO:phosphomannomutase activity ; GO:0004615
EC:5.4.2.9 > GO:phosphoenolpyruvate mutase activity ; GO:0050188
EC:5.4.3 > GO:intramolecular transferase activity, transferring amino groups ; GO:0016869
EC:5.4.3.2 > GO:lysine 2,3-aminomutase activity ; GO:0050066
EC:5.4.3.3 > GO:beta-lysine 5,6-aminomutase activity ; GO:0047702
EC:5.4.3.4 > GO:D-lysine 5,6-aminomutase activity ; GO:0047826
EC:5.4.3.5 > GO:D-ornithine 4,5-aminomutase activity ; GO:0047831
EC:5.4.3.6 > GO:tyrosine 2,3-aminomutase activity ; GO:0050368
EC:5.4.3.7 > GO:leucine 2,3-aminomutase activity ; GO:0050047
EC:5.4.3.8 > GO:glutamate-1-semialdehyde 2,1-aminomutase activity ; GO:0042286
EC:5.4.4 > GO:intramolecular transferase activity, transferring hydroxy groups ; GO:0050486
EC:5.4.4.2 > GO:isochorismate synthase activity ; GO:0008909
EC:5.4.99.1 > GO:methylaspartate mutase activity ; GO:0050097
EC:5.4.99.11 > GO:isomaltulose synthase activity ; GO:0050006
EC:5.4.99.12 > GO:tRNA-pseudouridine synthase activity ; GO:0016439
EC:5.4.99.13 > GO:isobutyryl-CoA mutase activity ; GO:0047727
EC:5.4.99.14 > GO:4-carboxymethyl-4-methylbutenolide mutase activity ; GO:0047469
EC:5.4.99.15 > GO:(1,4)-alpha-D-glucan 1-alpha-D-glucosylmutase activity ; GO:0047470
EC:5.4.99.16 > GO:maltose alpha-D-glucosyltransferase activity ; GO:0047471
EC:5.4.99.17 > GO:squalene-hopene cyclase activity ; GO:0051007
EC:5.4.99.2 > GO:methylmalonyl-CoA mutase activity ; GO:0004494
EC:5.4.99.3 > GO:2-acetolactate mutase activity ; GO:0047534
EC:5.4.99.4 > GO:2-methyleneglutarate mutase activity ; GO:0047548
EC:5.4.99.5 > GO:chorismate mutase activity ; GO:0004106
EC:5.4.99.7 > GO:lanosterol synthase activity ; GO:0000250
EC:5.4.99.8 > GO:cycloartenol synthase activity ; GO:0016871
EC:5.4.99.9 > GO:UDP-galactopyranose mutase activity ; GO:0008767
EC:5.5 > GO:intramolecular lyase activity ; GO:0016872
EC:5.5.1.1 > GO:muconate cycloisomerase activity ; GO:0018849
EC:5.5.1.10 > GO:alpha-pinene-oxide decyclase activity ; GO:0018851
EC:5.5.1.11 > GO:dichloromuconate cycloisomerase activity ; GO:0018852
EC:5.5.1.12 > GO:copalyl diphosphate synthase activity ; GO:0050559
EC:5.5.1.13 > GO:ent-copalyl diphosphate synthase activity ; GO:0009905
EC:5.5.1.2 > GO:3-carboxy-cis,cis-muconate cycloisomerase activity ; GO:0047472
EC:5.5.1.3 > GO:tetrahydroxypteridine cycloisomerase activity ; GO:0050329
EC:5.5.1.4 > GO:inositol-3-phosphate synthase activity ; GO:0004512
EC:5.5.1.5 > GO:carboxy-cis,cis-muconate cyclase activity ; GO:0047768
EC:5.5.1.6 > GO:chalcone isomerase activity ; GO:0045430
EC:5.5.1.7 > GO:chloromuconate cycloisomerase activity ; GO:0018850
EC:5.5.1.8 > GO:geranyl-diphosphate cyclase activity ; GO:0047926
EC:5.5.1.9 > GO:cycloeucalenol cycloisomerase activity ; GO:0047793
EC:5.99.1.1 > GO:thiocyanate isomerase activity ; GO:0050335
EC:5.99.1.2 > GO:DNA topoisomerase type I activity ; GO:0003917
EC:5.99.1.3 > GO:DNA topoisomerase (ATP-hydrolyzing) activity ; GO:0003918
EC:6 > GO:ligase activity ; GO:0016874
EC:6.1 > GO:ligase activity, forming carbon-oxygen bonds ; GO:0016875
EC:6.1.1 > GO:ligase activity, forming aminoacyl-tRNA and related compounds ; GO:0016876
EC:6.1.1.1 > GO:tyrosine-tRNA ligase activity ; GO:0004831
EC:6.1.1.10 > GO:methionine-tRNA ligase activity ; GO:0004825
EC:6.1.1.11 > GO:serine-tRNA ligase activity ; GO:0004828
EC:6.1.1.12 > GO:aspartate-tRNA ligase activity ; GO:0004815
EC:6.1.1.13 > GO:D-alanine-poly(phosphoribitol) ligase activity ; GO:0047473
EC:6.1.1.14 > GO:glycine-tRNA ligase activity ; GO:0004820
EC:6.1.1.15 > GO:proline-tRNA ligase activity ; GO:0004827
EC:6.1.1.16 > GO:cysteine-tRNA ligase activity ; GO:0004817
EC:6.1.1.17 > GO:glutamate-tRNA ligase activity ; GO:0004818
EC:6.1.1.18 > GO:glutamine-tRNA ligase activity ; GO:0004819
EC:6.1.1.19 > GO:arginine-tRNA ligase activity ; GO:0004814
EC:6.1.1.2 > GO:tryptophan-tRNA ligase activity ; GO:0004830
EC:6.1.1.20 > GO:phenylalanine-tRNA ligase activity ; GO:0004826
EC:6.1.1.21 > GO:histidine-tRNA ligase activity ; GO:0004821
EC:6.1.1.22 > GO:asparagine-tRNA ligase activity ; GO:0004816
EC:6.1.1.23 > GO:aspartate-tRNA(Asn) ligase activity ; GO:0050560
EC:6.1.1.24 > GO:glutamate-tRNA(Gln) ligase activity ; GO:0050561
EC:6.1.1.25 > GO:lysine-tRNA(Pyl) ligase activity ; GO:0050562
EC:6.1.1.3 > GO:threonine-tRNA ligase activity ; GO:0004829
EC:6.1.1.4 > GO:leucine-tRNA ligase activity ; GO:0004823
EC:6.1.1.5 > GO:isoleucine-tRNA ligase activity ; GO:0004822
EC:6.1.1.6 > GO:lysine-tRNA ligase activity ; GO:0004824
EC:6.1.1.7 > GO:alanine-tRNA ligase activity ; GO:0004813
EC:6.1.1.9 > GO:valine-tRNA ligase activity ; GO:0004832
EC:6.2 > GO:ligase activity, forming carbon-sulfur bonds ; GO:0016877
EC:6.2.1 > GO:acid-thiol ligase activity ; GO:0016878
EC:6.2.1.1 > GO:acetate-CoA ligase activity ; GO:0003987
EC:6.2.1.10 > GO:acid-CoA ligase (GDP-forming) activity ; GO:0047612
EC:6.2.1.11 > GO:biotin-CoA ligase activity ; GO:0047707
EC:6.2.1.12 > GO:4-coumarate-CoA ligase activity ; GO:0016207
EC:6.2.1.14 > GO:6-carboxyhexanoate-CoA ligase activity ; GO:0042410
EC:6.2.1.15 > GO:arachidonate-CoA ligase activity ; GO:0047676
EC:6.2.1.16 > GO:acetoacetate-CoA ligase activity ; GO:0030729
EC:6.2.1.17 > GO:propionate-CoA ligase activity ; GO:0050218
EC:6.2.1.18 > GO:citrate-CoA ligase activity ; GO:0047779
EC:6.2.1.19 > GO:long-chain-fatty-acid-luciferin-component ligase activity ; GO:0047474
EC:6.2.1.2 > GO:butyrate-CoA ligase activity ; GO:0047760
EC:6.2.1.20 > GO:long-chain-fatty-acid-[acyl-carrier protein] ligase activity ; GO:0008922
EC:6.2.1.22 > GO:[citrate (pro-3S)-lyase] ligase activity ; GO:0008771
EC:6.2.1.23 > GO:dicarboxylate-CoA ligase activity ; GO:0047851
EC:6.2.1.24 > GO:phytanate-CoA ligase activity ; GO:0050197
EC:6.2.1.25 > GO:benzoate-CoA ligase activity ; GO:0018858
EC:6.2.1.26 > GO:o-succinylbenzoate-CoA ligase activity ; GO:0008756
EC:6.2.1.27 > GO:4-hydroxybenzoate-CoA ligase activity ; GO:0018859
EC:6.2.1.28 > GO:3-alpha,7-alpha-dihydroxy-5-beta-cholestanate-CoA ligase activity ; GO:0047476
EC:6.2.1.29 > GO:3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanate-CoA ligase activity ; GO:0047477
EC:6.2.1.3 > GO:long-chain-fatty-acid-CoA ligase activity ; GO:0004467
EC:6.2.1.30 > GO:phenylacetate-CoA ligase activity ; GO:0047475
EC:6.2.1.31 > GO:2-furoate-CoA ligase activity ; GO:0047541
EC:6.2.1.32 > GO:anthranilate--CoA ligase activity ; GO:0018860
EC:6.2.1.33 > GO:4-chlorobenzoate-CoA ligase activity ; GO:0018861
EC:6.2.1.34 > GO:trans-feruloyl-CoA synthase activity ; GO:0050563
EC:6.2.1.4 > GO:succinate-CoA ligase (GDP-forming) activity ; GO:0004776
EC:6.2.1.5 > GO:succinate-CoA ligase (ADP-forming) activity ; GO:0004775
EC:6.2.1.6 > GO:glutarate-CoA ligase activity ; GO:0047948
EC:6.2.1.7 > GO:cholate-CoA ligase activity ; GO:0047747
EC:6.2.1.8 > GO:oxalate-CoA ligase activity ; GO:0050203
EC:6.2.1.9 > GO:malate-CoA ligase activity ; GO:0050074
EC:6.3 > GO:ligase activity, forming carbon-nitrogen bonds ; GO:0016879
EC:6.3.1 > GO:acid-ammonia (or amide) ligase activity ; GO:0016880
EC:6.3.1.1 > GO:aspartate-ammonia ligase activity ; GO:0004071
EC:6.3.1.2 > GO:glutamate-ammonia ligase activity ; GO:0004356
EC:6.3.1.4 > GO:aspartate-ammonia ligase (ADP-forming) activity ; GO:0047478
EC:6.3.1.5 > GO:NAD+ synthase activity ; GO:0008795
EC:6.3.1.6 > GO:glutamate-ethylamine ligase activity ; GO:0047942
EC:6.3.1.7 > GO:4-methyleneglutamate-ammonia ligase activity ; GO:0047581
EC:6.3.1.8 > GO:glutathionylspermidine synthase activity ; GO:0008885
EC:6.3.1.9 > GO:trypanothione synthase activity ; GO:0047479
EC:6.3.2 > GO:acid-amino acid ligase activity ; GO:0016881
EC:6.3.2.1 > GO:pantoate-beta-alanine ligase activity ; GO:0004592
EC:6.3.2.10 > GO:UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity ; GO:0047480
EC:6.3.2.11 > GO:carnosine synthase activity ; GO:0047730
EC:6.3.2.12 > GO:dihydrofolate synthase activity ; GO:0008841
EC:6.3.2.13 > GO:UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity ; GO:0008765
EC:6.3.2.14 > GO:2,3-dihydroxybenzoate-serine ligase activity ; GO:0047527
EC:6.3.2.16 > GO:D-alanine-alanyl-poly(glycerolphosphate) ligase activity ; GO:0047481
EC:6.3.2.17 > GO:tetrahydrofolylpolyglutamate synthase activity ; GO:0004326
EC:6.3.2.18 > GO:gamma-glutamylhistamine synthase activity ; GO:0047914
EC:6.3.2.19 > GO:ubiquitin-protein ligase activity ; GO:0004842
EC:6.3.2.2 > GO:glutamate-cysteine ligase activity ; GO:0004357
EC:6.3.2.20 > GO:indoleacetate-lysine synthetase activity ; GO:0047721
EC:6.3.2.21 > GO:ubiquitin-calmodulin ligase activity ; GO:0050372
EC:6.3.2.22 > GO:diphthine-ammonia ligase activity ; GO:0017178
EC:6.3.2.23 > GO:homoglutathione synthase activity ; GO:0047983
EC:6.3.2.24 > GO:tyrosine-arginine ligase activity ; GO:0050367
EC:6.3.2.25 > GO:tubulin-tyrosine ligase activity ; GO:0004835
EC:6.3.2.26 > GO:N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase activity ; GO:0050564
EC:6.3.2.27 > GO:aerobactin synthase activity ; GO:0050565
EC:6.3.2.3 > GO:glutathione synthase activity ; GO:0004363
EC:6.3.2.4 > GO:D-alanine-D-alanine ligase activity ; GO:0008716
EC:6.3.2.5 > GO:phosphopantothenate--cysteine ligase activity ; GO:0004632
EC:6.3.2.6 > GO:phosphoribosylaminoimidazolesuccinocarboxamide synthase activity ; GO:0004639
EC:6.3.2.7 > GO:UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase activity ; GO:0047482
EC:6.3.2.8 > GO:UDP-N-acetylmuramate-L-alanine ligase activity ; GO:0008763
EC:6.3.2.9 > GO:UDP-N-acetylmuramoylalanine-D-glutamate ligase activity ; GO:0008764
EC:6.3.3 > GO:cyclo-ligase activity ; GO:0016882
EC:6.3.3.1 > GO:phosphoribosylformylglycinamidine cyclo-ligase activity ; GO:0004641
EC:6.3.3.2 > GO:5-formyltetrahydrofolate cyclo-ligase activity ; GO:0030272
EC:6.3.3.3 > GO:dethiobiotin synthase activity ; GO:0004141
EC:6.3.4.1 > GO:GMP synthase activity ; GO:0003921
EC:6.3.4.10 > GO:biotin-[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase activity ; GO:0004080
EC:6.3.4.11 > GO:biotin-[methylcrotonoyl-CoA-carboxylase] ligase activity ; GO:0004078
EC:6.3.4.12 > GO:glutamate-methylamine ligase activity ; GO:0047943
EC:6.3.4.13 > GO:phosphoribosylamine-glycine ligase activity ; GO:0004637
EC:6.3.4.14 > GO:biotin carboxylase activity ; GO:0004075
EC:6.3.4.15 > GO:biotin-[acetyl-CoA-carboxylase] ligase activity ; GO:0004077
EC:6.3.4.16 > GO:carbamoyl-phosphate synthase (ammonia) activity ; GO:0004087
EC:6.3.4.17 > GO:formate-dihydrofolate ligase activity ; GO:0047897
EC:6.3.4.2 > GO:CTP synthase activity ; GO:0003883
EC:6.3.4.3 > GO:formate-tetrahydrofolate ligase activity ; GO:0004329
EC:6.3.4.4 > GO:adenylosuccinate synthase activity ; GO:0004019
EC:6.3.4.5 > GO:argininosuccinate synthase activity ; GO:0004055
EC:6.3.4.6 > GO:urea carboxylase activity ; GO:0004847
EC:6.3.4.7 > GO:ribose-5-phosphate-ammonia ligase activity ; GO:0050260
EC:6.3.4.8 > GO:imidazoleacetate-phosphoribosyldiphosphate ligase activity ; GO:0047483
EC:6.3.4.9 > GO:biotin-[methylmalonyl-CoA-carboxytransferase] ligase activity ; GO:0004079
EC:6.3.5 > GO:carbon-nitrogen ligase activity, with glutamine as amido-N-donor ; GO:0016884
EC:6.3.5.1 > GO:NAD+ synthase (glutamine-hydrolyzing) activity ; GO:0003952
EC:6.3.5.10 > GO:adenosylcobyric acid synthase (glutamine-hydrolyzing) activity ; GO:0051921
EC:6.3.5.2 > GO:GMP synthase (glutamine-hydrolyzing) activity ; GO:0003922
EC:6.3.5.3 > GO:phosphoribosylformylglycinamidine synthase activity ; GO:0004642
EC:6.3.5.4 > GO:asparagine synthase (glutamine-hydrolyzing) activity ; GO:0004066
EC:6.3.5.5 > GO:carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity ; GO:0004088
EC:6.3.5.6 > GO:asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity ; GO:0050566
EC:6.3.5.7 > GO:glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity ; GO:0050567
